"area","value","date","unit","description","name","iso3c"
"Syrian Arab Republic",70.871,1991,"years","","Life expectancy",NA
"Syrian Arab Republic",70.553,1990,"years","","Life expectancy",NA
"Syrian Arab Republic",2032.62318256619,2007,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1748.90577186614,2006,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1571.73823581697,2005,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1407.17826648583,2004,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1253.39514553421,2003,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1263.25541777434,2002,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1258.44777197838,2001,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1177.62933949268,2000,"current US$","","GDP per capita",NA
"Syrian Arab Republic",991.250399587576,1999,"current US$","","GDP per capita",NA
"Syrian Arab Republic",974.438949186449,1998,"current US$","","GDP per capita",NA
"Syrian Arab Republic",955.844452637903,1997,"current US$","","GDP per capita",NA
"Syrian Arab Republic",934.62264837275,1996,"current US$","","GDP per capita",NA
"Syrian Arab Republic",794.44520838125,1995,"current US$","","GDP per capita",NA
"Syrian Arab Republic",725.567553703864,1994,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1009.6488982816,1993,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1004.99685721228,1992,"current US$","","GDP per capita",NA
"Syrian Arab Republic",1012.98697920731,1991,"current US$","","GDP per capita",NA
"Syrian Arab Republic",988.948910538464,1990,"current US$","","GDP per capita",NA
"Syrian Arab Republic",5.69999999644881,2007,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",4.99999999829737,2006,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",6.19999999952987,2005,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",6.90000000448445,2004,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",0.599999999805533,2003,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",5.89999999999999,2002,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",5.20094280966813,2001,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",2.74285739723466,2000,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",-3.55365691346628,1999,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",6.33726401741339,1998,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",1.80000000162667,1997,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",4.39999999868992,1996,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",5.75001528846111,1995,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",7.6529371168246,1994,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",5.17898710100076,1993,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",13.4703337635854,1992,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",7.90127069844895,1991,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",7.64077232347231,1990,"%","Annual GDP growth","GDP growth",NA
"Syrian Arab Republic",0.9,2003,"%","<$1.90/day (2011PPP)","Poverty",NA
"Syrian Arab Republic",2.1,1996,"%","<$1.90/day (2011PPP)","Poverty",NA
"Syrian Arab Republic",37.5,2003,"Gini index","","Inequality",NA
"Syrian Arab Republic",35.2,1996,"Gini index","","Inequality",NA
"Syrian Arab Republic",19.536867896439,2007,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",20.998431062039,2006,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",20.7264421104619,2005,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",22.2665740514173,2004,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",24.6937382873921,2003,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",25.7089828201034,2002,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",25.8760160900412,2001,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",24.1428166005559,2000,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",24.134285281751,1999,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",29.3863951064327,1998,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",25.773871807813,1997,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",27.7173134237621,1996,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",28.2015850081002,1995,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",27.8410831039654,1994,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",29.0084711967227,1993,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",31.712455937357,1992,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",30.675880396965,1991,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",28.2851584627769,1990,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP",NA
"Syrian Arab Republic",10.6599998474121,2018,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",11.2200002670288,2017,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",11.7299995422363,2016,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",12.2700004577637,2015,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",12.8299999237061,2014,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",13.1599998474121,2013,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",13.210000038147,2012,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",13.2299995422363,2011,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",14.5100002288818,2010,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",16,2009,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",17.5499992370605,2008,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",19.1399993896484,2007,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",20.9899997711182,2006,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",22.9200000762939,2005,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",24.9599990844727,2004,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",26.9799995422363,2003,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",28.9099998474121,2002,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",31.0200004577637,2001,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",32.8899993896484,2000,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",27.8400001525879,1999,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",27.9799995422363,1998,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",28.2900009155273,1997,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",28.2999992370605,1996,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",28.3799991607666,1995,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",29.7999992370605,1994,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",31.0900001525879,1993,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",29.7000007629395,1992,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",28.2099990844727,1991,"%","Share of total employment, \n modelled","Agricultural jobs",NA
"Syrian Arab Republic",94.43,2018,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",98.53,2017,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",98.26,2016,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",101.64,2015,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",100.09,2014,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",124.41,2013,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",139.06,2012,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",153.02,2011,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",135.14,2010,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",144.32,2009,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",129.07,2008,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",137.94,2007,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",157.4,2006,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",145.52,2005,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",135.95,2004,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",132.39,2003,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",134.73,2002,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",111.54,2001,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",112.77,2000,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",98.9,1999,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",120.74,1998,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",93.66,1997,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",109.68,1996,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",97.85,1995,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",91.06,1994,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",83.94,1993,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",90.92,1992,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",78.64,1991,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",79.67,1990,"2004-2006=100","","Food production index",NA
"Syrian Arab Republic",21.0381564423677,2010,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",22.8614817424319,2009,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",14.0205473295625,2008,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",12.609667194842,2007,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",13.2252836214438,2006,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",17.778940866532,2005,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",16.7154923222995,2004,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",18.9484429551537,2003,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",16.2981987316112,2002,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",12.3515658825649,2001,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",19.3297234892833,2000,"%","Food over merchandise imports","Food imports",NA
"Syrian Arab Republic",75.8100528236127,2018,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2017,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2016,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2015,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2014,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2013,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.8100528236127,2012,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.7773784240048,2011,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.7392582911289,2010,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.7351339577434,2009,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.6806795905032,2008,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.6752341537791,2007,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.5704405598214,2006,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.3282126709157,2005,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.7476711881026,2004,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.2383027398006,2003,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.8666884318207,2002,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.6708020459245,2001,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.6055065839591,2000,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.9102187397976,1999,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.8394819893351,1998,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.1115464141909,1997,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.0353683752313,1996,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.0299270867341,1995,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",75.0136032212428,1994,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.2300576776581,1993,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",74.0722603112417,1992,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",73.522690173033,1991,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",73.430188268582,1990,"%","Share of total land","Agricultural land",NA
"Syrian Arab Republic",2.84310842454937,2018,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.84310842454937,2017,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.84310842454937,2016,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.84310842454937,2015,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.81043402494146,2014,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.77775962533355,2013,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.74508522572564,2012,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.71241082611774,2011,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.67973642650983,2010,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.6469178828142,2009,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.61424526247005,2008,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.5815726421259,2007,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.5490388280782,2006,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.51718690417824,2005,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.48450182491693,2004,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.45154964867368,2003,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.41636739579933,2002,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.38371966481663,2001,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.35107193383393,2000,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.31842420285124,1999,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.28577647186854,1998,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.25312874088584,1997,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.22048100990315,1996,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.18783327892045,1995,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.15518554793775,1994,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.12253781695506,1993,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.08989008597236,1992,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.05724235498966,1991,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",2.02459462400696,1990,"%","Share of total land","Forest land",NA
"Syrian Arab Republic",1204.7,2018,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1082.6,2017,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1094.1,2016,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1120.3,2015,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1063.4,2014,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1575.9,2013,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1643.2,2012,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1678.8,2011,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1231.9,2010,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1707.7,2009,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",896.7,2008,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1622.4,2007,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",2002.3,2006,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1711.4,2005,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1657.5,2004,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1999,2003,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1993.5,2002,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1692.6,2001,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1148.6,2000,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1072.4,1999,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1584.7,1998,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1272.9,1997,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1853.1,1996,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1661.2,1995,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1536.5,1994,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1489,1993,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",1174.7,1992,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",922.2,1991,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",750,1990,"kg","Yield per hectare","Cereal yield",NA
"Syrian Arab Republic",87.52774397,2017,"%","Share of total","Water use agriculture",NA
"Syrian Arab Republic",87.52774397,2012,"%","Share of total","Water use agriculture",NA
"Syrian Arab Republic",87.52774397,2007,"%","Share of total","Water use agriculture",NA
"Syrian Arab Republic",88.08606883,2002,"%","Share of total","Water use agriculture",NA
"Syrian Arab Republic",88.99979206,1997,"%","Share of total","Water use agriculture",NA
"Tajikistan",2.45355241672442,2018,"%","Annual population growth","Population growth",NA
"Tajikistan",2.47045070066645,2017,"%","Annual population growth","Population growth",NA
"Tajikistan",2.44855053416867,2016,"%","Annual population growth","Population growth",NA
"Tajikistan",2.40860201118626,2015,"%","Annual population growth","Population growth",NA
"Tajikistan",2.3669420480681,2014,"%","Annual population growth","Population growth",NA
"Tajikistan",2.32138959348237,2013,"%","Annual population growth","Population growth",NA
"Tajikistan",2.27761028692613,2012,"%","Annual population growth","Population growth",NA
"Tajikistan",2.2347212083873,2011,"%","Annual population growth","Population growth",NA
"Tajikistan",2.18439215473896,2010,"%","Annual population growth","Population growth",NA
"Tajikistan",2.12469662451,2009,"%","Annual population growth","Population growth",NA
"Tajikistan",2.06356681152108,2008,"%","Annual population growth","Population growth",NA
"Tajikistan",2.00327651488055,2007,"%","Annual population growth","Population growth",NA
"Tajikistan",1.94394823621184,2006,"%","Annual population growth","Population growth",NA
"Tajikistan",1.88720655667795,2005,"%","Annual population growth","Population growth",NA
"Tajikistan",1.83042886865691,2004,"%","Annual population growth","Population growth",NA
"Tajikistan",1.76879018000987,2003,"%","Annual population growth","Population growth",NA
"Tajikistan",1.70028177768677,2002,"%","Annual population growth","Population growth",NA
"Tajikistan",1.63038812768161,2001,"%","Annual population growth","Population growth",NA
"Tajikistan",1.56723465363582,2000,"%","Annual population growth","Population growth",NA
"Tajikistan",1.51922822924372,1999,"%","Annual population growth","Population growth",NA
"Tajikistan",1.48745003607624,1998,"%","Annual population growth","Population growth",NA
"Tajikistan",1.47673229489762,1997,"%","Annual population growth","Population growth",NA
"Tajikistan",1.49015856436229,1996,"%","Annual population growth","Population growth",NA
"Tajikistan",1.49665825976265,1995,"%","Annual population growth","Population growth",NA
"Tajikistan",1.5232426989198,1994,"%","Annual population growth","Population growth",NA
"Tajikistan",1.63717751625784,1993,"%","Annual population growth","Population growth",NA
"Tajikistan",1.86839926483323,1992,"%","Annual population growth","Population growth",NA
"Tajikistan",2.18691067496777,1991,"%","Annual population growth","Population growth",NA
"Tajikistan",2.56757576652331,1990,"%","Annual population growth","Population growth",NA
"Tajikistan",27.134,2018,"%","Urban population share","Urban population",NA
"Tajikistan",26.982,2017,"%","Urban population share","Urban population",NA
"Tajikistan",26.851,2016,"%","Urban population share","Urban population",NA
"Tajikistan",26.742,2015,"%","Urban population share","Urban population",NA
"Tajikistan",26.655,2014,"%","Urban population share","Urban population",NA
"Tajikistan",26.589,2013,"%","Urban population share","Urban population",NA
"Tajikistan",26.545,2012,"%","Urban population share","Urban population",NA
"Tajikistan",26.521,2011,"%","Urban population share","Urban population",NA
"Tajikistan",26.52,2010,"%","Urban population share","Urban population",NA
"Tajikistan",26.518,2009,"%","Urban population share","Urban population",NA
"Tajikistan",26.516,2008,"%","Urban population share","Urban population",NA
"Tajikistan",26.514,2007,"%","Urban population share","Urban population",NA
"Tajikistan",26.512,2006,"%","Urban population share","Urban population",NA
"Tajikistan",26.51,2005,"%","Urban population share","Urban population",NA
"Tajikistan",26.508,2004,"%","Urban population share","Urban population",NA
"Tajikistan",26.507,2003,"%","Urban population share","Urban population",NA
"Tajikistan",26.505,2002,"%","Urban population share","Urban population",NA
"Tajikistan",26.503,2001,"%","Urban population share","Urban population",NA
"Tajikistan",26.501,2000,"%","Urban population share","Urban population",NA
"Tajikistan",26.76,1999,"%","Urban population share","Urban population",NA
"Tajikistan",27.28,1998,"%","Urban population share","Urban population",NA
"Tajikistan",27.806,1997,"%","Urban population share","Urban population",NA
"Tajikistan",28.338,1996,"%","Urban population share","Urban population",NA
"Tajikistan",28.877,1995,"%","Urban population share","Urban population",NA
"Tajikistan",29.421,1994,"%","Urban population share","Urban population",NA
"Tajikistan",29.972,1993,"%","Urban population share","Urban population",NA
"Tajikistan",30.527,1992,"%","Urban population share","Urban population",NA
"Tajikistan",31.09,1991,"%","Urban population share","Urban population",NA
"Tajikistan",31.658,1990,"%","Urban population share","Urban population",NA
"Tajikistan",70.879,2018,"years","","Life expectancy",NA
"Tajikistan",70.647,2017,"years","","Life expectancy",NA
"Tajikistan",70.397,2016,"years","","Life expectancy",NA
"Tajikistan",70.137,2015,"years","","Life expectancy",NA
"Tajikistan",69.874,2014,"years","","Life expectancy",NA
"Tajikistan",69.609,2013,"years","","Life expectancy",NA
"Tajikistan",69.34,2012,"years","","Life expectancy",NA
"Tajikistan",69.055,2011,"years","","Life expectancy",NA
"Tajikistan",68.736,2010,"years","","Life expectancy",NA
"Tajikistan",68.36,2009,"years","","Life expectancy",NA
"Tajikistan",67.911,2008,"years","","Life expectancy",NA
"Tajikistan",67.382,2007,"years","","Life expectancy",NA
"Tajikistan",66.771,2006,"years","","Life expectancy",NA
"Tajikistan",66.08,2005,"years","","Life expectancy",NA
"Tajikistan",65.314,2004,"years","","Life expectancy",NA
"Tajikistan",64.496,2003,"years","","Life expectancy",NA
"Tajikistan",63.653,2002,"years","","Life expectancy",NA
"Tajikistan",62.807,2001,"years","","Life expectancy",NA
"Tajikistan",61.974,2000,"years","","Life expectancy",NA
"Tajikistan",61.161,1999,"years","","Life expectancy",NA
"Tajikistan",60.379,1998,"years","","Life expectancy",NA
"Tajikistan",59.65,1997,"years","","Life expectancy",NA
"Tajikistan",59.003,1996,"years","","Life expectancy",NA
"Tajikistan",58.497,1995,"years","","Life expectancy",NA
"Tajikistan",58.192,1994,"years","","Life expectancy",NA
"Tajikistan",58.104,1993,"years","","Life expectancy",NA
"Tajikistan",58.212,1992,"years","","Life expectancy",NA
"Tajikistan",58.48,1991,"years","","Life expectancy",NA
"Tajikistan",58.824,1990,"years","","Life expectancy",NA
"Tajikistan",853.218873401321,2018,"current US$","","GDP per capita",NA
"Tajikistan",848.672379903239,2017,"current US$","","GDP per capita",NA
"Tajikistan",807.10258610434,2016,"current US$","","GDP per capita",NA
"Tajikistan",978.404981180605,2015,"current US$","","GDP per capita",NA
"Tajikistan",1104.17235837941,2014,"current US$","","GDP per capita",NA
"Tajikistan",1048.22560182624,2013,"current US$","","GDP per capita",NA
"Tajikistan",969.296103880894,2012,"current US$","","GDP per capita",NA
"Tajikistan",847.382432066315,2011,"current US$","","GDP per capita",NA
"Tajikistan",749.552412285997,2010,"current US$","","GDP per capita",NA
"Tajikistan",676.12351106337,2009,"current US$","","GDP per capita",NA
"Tajikistan",715.8657062687,2008,"current US$","","GDP per capita",NA
"Tajikistan",526.643288270494,2007,"current US$","","GDP per capita",NA
"Tajikistan",408.838413523407,2006,"current US$","","GDP per capita",NA
"Tajikistan",340.583183232527,2005,"current US$","","GDP per capita",NA
"Tajikistan",311.627231254541,2004,"current US$","","GDP per capita",NA
"Tajikistan",237.757335195414,2003,"current US$","","GDP per capita",NA
"Tajikistan",190.002677638953,2002,"current US$","","GDP per capita",NA
"Tajikistan",171.048064575398,2001,"current US$","","GDP per capita",NA
"Tajikistan",138.429146735759,2000,"current US$","","GDP per capita",NA
"Tajikistan",177.559628667509,1999,"current US$","","GDP per capita",NA
"Tajikistan",219.040245556382,1998,"current US$","","GDP per capita",NA
"Tajikistan",155.18851774477,1997,"current US$","","GDP per capita",NA
"Tajikistan",178.361251487267,1996,"current US$","","GDP per capita",NA
"Tajikistan",213.544144308394,1995,"current US$","","GDP per capita",NA
"Tajikistan",267.432962900242,1994,"current US$","","GDP per capita",NA
"Tajikistan",293.98040221846,1993,"current US$","","GDP per capita",NA
"Tajikistan",391.943768487842,1992,"current US$","","GDP per capita",NA
"Tajikistan",250.340885777157,1991,"current US$","","GDP per capita",NA
"Tajikistan",497.63245735304,1990,"current US$","","GDP per capita",NA
"Tajikistan",7.59999938722835,2018,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.100001403137,2017,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",6.89999961998744,2016,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",5.99999926409104,2015,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",6.70000069016253,2014,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.39999974700379,2013,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.49999946321525,2012,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.40000059956711,2011,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",6.49999908585235,2010,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",3.90000114826496,2009,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.89999827154939,2008,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.80000011872161,2007,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",7.00000321108996,2006,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",6.69999851655409,2005,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",10.2999989410117,2004,"%","Annual GDP growth","GDP growth",NA
"Tajikistan",10.9999990780572,2003,"%","Annual GDP growth","GDP growth",NA
